state,zip,plan,gender,company,rate_type,rate_min,rate_max,hhd_std_min,hhd_std_max,hhd_rm_min,hhd_rm_max,phone,website,address
GA,30060,G,MALE,Humana (Emphesys Insurance Company),ISSUE_AGE,216.64,216.64,,,190.4,190.4,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
GA,30060,G,MALE,LifeShield National Insurance Company,ISSUE_AGE,219.18,219.18,,,203.84,203.84,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
GA,30060,G,MALE,Insurance Company of North America,ISSUE_AGE,221,221,,,205.53,205.53,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
GA,30060,G,MALE,AARP - UnitedHealthcare Insurance Company (Standard),ISSUE_AGE,223,223,200.5,200.5,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30060,G,MALE,American Benefit Life Insurance Company,ISSUE_AGE,225.81,225.81,,,203.23,203.23,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
GA,30060,G,MALE,HealthSpring National Health Insurance Company,ISSUE_AGE,227.84,227.84,182.27,182.27,214.17,214.17,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,G,MALE,Medico Insurance Company (Standard II),ISSUE_AGE,228.44,228.44,,,201.03,201.03,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,G,MALE,State Farm Mutual Automobile Insurance Company,ISSUE_AGE,228.48,228.48,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
GA,30060,G,MALE,"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)",ISSUE_AGE,228.99,228.99,212.96,212.96,212.96,212.96,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40515"
GA,30060,G,MALE,AFLAC,ISSUE_AGE,230.95,230.95,,,207.86,207.86,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
GA,30060,G,MALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ISSUE_AGE,239.75,239.75,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30060,G,MALE,Physicians Life Insurance Company,ISSUE_AGE,249.79,249.79,,,222.04,222.04,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
GA,30060,G,MALE,Mutual of Omaha (Omaha Supplemental Insurance Company),ISSUE_AGE,294.07,294.07,,,,,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
GA,30060,G,MALE,GPM Health and Life Insurance Company,ISSUE_AGE,309.56,309.56,,,287.89,287.89,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
GA,30060,G,MALE,HealthSpring National Health Insurance Company (Standard II),ISSUE_AGE,341.76,341.76,273.41,273.41,321.26,321.26,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,G,MALE,Guarantee Trust Life Insurance Company,ISSUE_AGE,345.12,345.12,,,320.96,320.96,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
GA,30060,G,MALE,United American Insurance Company,ISSUE_AGE,382,382,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
GA,30060,G,MALE,AARP - UnitedHealthcare Insurance Company (Level 2),ISSUE_AGE,529,529,475.9,475.9,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30060,G,FEMALE,Atlantic Capital Life Assurance Company (Preferred),ISSUE_AGE,144.62,144.62,,,134.5,134.5,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30060,G,FEMALE,Medico Insurance Company (Preferred),ISSUE_AGE,158.92,158.92,,,139.85,139.85,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,G,FEMALE,Medico Insurance Company (Standard I),ISSUE_AGE,174.81,174.81,,,153.83,153.83,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,G,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company),ISSUE_AGE,175.07,175.07,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30060,G,FEMALE,Atlantic Capital Life Assurance Company (Standard),ISSUE_AGE,180.25,180.25,,,167.63,167.63,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30060,G,FEMALE,Lumos Insurance,ISSUE_AGE,180.58,180.58,,,167.94,167.94,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
GA,30060,G,FEMALE,WoodmenLife,ISSUE_AGE,184.2,184.2,,,165.78,165.78,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
GA,30060,G,FEMALE,LifeShield National Insurance Company,ISSUE_AGE,190.59,190.59,,,177.25,177.25,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
GA,30060,G,FEMALE,Anthem Blue Cross and Blue Shield - Georgia,ISSUE_AGE,191,191,171.7,171.7,,,888-211-9817,https://www.anthem.com/medicare/,"220 VIRGINIA AVENUE INDIANAPOLIS, IN  46204-3709"
GA,30060,G,FEMALE,Humana (Emphesys Insurance Company),ISSUE_AGE,191.71,191.71,,,168.46,168.46,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
GA,30060,G,FEMALE,Insurance Company of North America,ISSUE_AGE,195.5,195.5,,,181.82,181.82,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
GA,30060,G,FEMALE,American Benefit Life Insurance Company,ISSUE_AGE,196.36,196.36,,,176.72,176.72,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
GA,30060,G,FEMALE,USAA Life Insurance Company,ISSUE_AGE,196.86,196.86,,,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
GA,30060,G,FEMALE,AARP - UnitedHealthcare Insurance Company (Standard),ISSUE_AGE,197.5,197.5,177.55,177.55,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30060,G,FEMALE,HealthSpring National Health Insurance Company,ISSUE_AGE,198.12,198.12,158.5,158.5,186.24,186.24,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,G,FEMALE,Medico Insurance Company (Standard II),ISSUE_AGE,198.65,198.65,,,174.81,174.81,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,G,FEMALE,"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)",ISSUE_AGE,199.09,199.09,185.15,185.15,,,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40515"
GA,30060,G,FEMALE,AFLAC,ISSUE_AGE,201.62,201.62,,,181.46,181.46,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
GA,30060,G,FEMALE,State Farm Mutual Automobile Insurance Company,ISSUE_AGE,206.81,206.81,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
GA,30060,G,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ISSUE_AGE,215.89,215.89,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30060,G,FEMALE,Physicians Life Insurance Company,ISSUE_AGE,226.02,226.02,,,200.91,200.91,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
GA,30060,G,FEMALE,Mutual of Omaha (Omaha Supplemental Insurance Company),ISSUE_AGE,255.71,255.71,,,,,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
GA,30060,G,FEMALE,GPM Health and Life Insurance Company,ISSUE_AGE,269.17,269.17,,,250.33,250.33,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
GA,30060,G,FEMALE,HealthSpring National Health Insurance Company (Standard II),ISSUE_AGE,297.19,297.19,237.75,237.75,279.36,279.36,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,G,FEMALE,Guarantee Trust Life Insurance Company,ISSUE_AGE,308.15,308.15,,,286.58,286.58,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
GA,30060,G,FEMALE,United American Insurance Company,ISSUE_AGE,332,332,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
GA,30060,G,FEMALE,AARP - UnitedHealthcare Insurance Company (Level 2),ISSUE_AGE,468.82,468.82,421.74,421.74,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30060,N,MALE,New Era Life Insurance Company,ISSUE_AGE,124.57,124.57,,,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
GA,30060,N,MALE,Atlantic Capital Life Assurance Company (Preferred),ISSUE_AGE,124.74,124.74,,,116.01,116.01,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30060,N,MALE,Lumos Insurance,ISSUE_AGE,130.7,130.7,,,121.55,121.55,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
GA,30060,N,MALE,Medico Insurance Company (Preferred),ISSUE_AGE,133,133,,,117.04,117.04,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,N,MALE,Insurance Company of North America,ISSUE_AGE,144.08,144.08,,,133.99,133.99,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
GA,30060,N,MALE,Medico Insurance Company (Standard I),ISSUE_AGE,146.3,146.3,,,128.74,128.74,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,N,MALE,HealthSpring National Health Insurance Company,ISSUE_AGE,147.73,147.73,118.18,118.18,138.87,138.87,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,N,MALE,WoodmenLife,ISSUE_AGE,148.95,148.95,,,134.06,134.06,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
GA,30060,N,MALE,"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)",ISSUE_AGE,149.69,149.69,139.21,139.21,139.21,139.21,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40515"
GA,30060,N,MALE,Bankers Life (Underwritten by Washington National Insurance Company),ISSUE_AGE,151.65,151.65,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30060,N,MALE,AFLAC,ISSUE_AGE,154.91,154.91,,,139.42,139.42,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
GA,30060,N,MALE,Atlantic Capital Life Assurance Company (Standard),ISSUE_AGE,155.43,155.43,,,144.55,144.55,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30060,N,MALE,LifeShield National Insurance Company,ISSUE_AGE,161.58,161.58,,,150.27,150.27,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
GA,30060,N,MALE,Humana (Emphesys Insurance Company),ISSUE_AGE,163.87,163.87,,,143.97,143.97,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
GA,30060,N,MALE,Medico Insurance Company (Standard II),ISSUE_AGE,166.25,166.25,,,146.3,146.3,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,N,MALE,USAA Life Insurance Company,ISSUE_AGE,169.83,169.83,,,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
GA,30060,N,MALE,American Benefit Life Insurance Company,ISSUE_AGE,170.4,170.4,,,153.36,153.36,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
GA,30060,N,MALE,State Farm Mutual Automobile Insurance Company,ISSUE_AGE,176.63,176.63,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
GA,30060,N,MALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ISSUE_AGE,186.99,186.99,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30060,N,MALE,Mutual of Omaha (Omaha Supplemental Insurance Company),ISSUE_AGE,194.02,194.02,,,,,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
GA,30060,N,MALE,AARP - UnitedHealthcare Insurance Company (Standard),ISSUE_AGE,198.25,198.25,178.23,178.23,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30060,N,MALE,Physicians Life Insurance Company,ISSUE_AGE,206.73,206.73,,,183.76,183.76,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
GA,30060,N,MALE,Anthem Blue Cross and Blue Shield - Georgia,ISSUE_AGE,221,221,198.7,198.7,,,888-211-9817,https://www.anthem.com/medicare/,"220 VIRGINIA AVENUE INDIANAPOLIS, IN  46204-3709"
GA,30060,N,MALE,HealthSpring National Health Insurance Company (Standard II),ISSUE_AGE,221.59,221.59,177.28,177.28,208.3,208.3,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,N,MALE,GPM Health and Life Insurance Company,ISSUE_AGE,247.89,247.89,,,230.54,230.54,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
GA,30060,N,MALE,Guarantee Trust Life Insurance Company,ISSUE_AGE,272.53,272.53,,,253.45,253.45,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
GA,30060,N,MALE,United American Insurance Company,ISSUE_AGE,286,286,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
GA,30060,N,MALE,AARP - UnitedHealthcare Insurance Company (Level 2),ISSUE_AGE,336.42,336.42,302.58,302.58,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30060,N,FEMALE,Atlantic Capital Life Assurance Company (Preferred),ISSUE_AGE,108.78,108.78,,,101.17,101.17,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30060,N,FEMALE,New Era Life Insurance Company,ISSUE_AGE,110.23,110.23,,,,,877-417-7555,http://www.neweralife.com/,"P.O. Box 4884, Houston, TX 77210-4884"
GA,30060,N,FEMALE,Medico Insurance Company (Preferred),ISSUE_AGE,115.65,115.65,,,101.77,101.77,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,N,FEMALE,Lumos Insurance,ISSUE_AGE,118.83,118.83,,,110.51,110.51,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
GA,30060,N,FEMALE,Medico Insurance Company (Standard I),ISSUE_AGE,127.22,127.22,,,111.95,111.95,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,N,FEMALE,Insurance Company of North America,ISSUE_AGE,127.5,127.5,,,118.57,118.57,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
GA,30060,N,FEMALE,HealthSpring National Health Insurance Company,ISSUE_AGE,128.46,128.46,102.77,102.77,120.75,120.75,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,N,FEMALE,WoodmenLife,ISSUE_AGE,129.51,129.51,,,116.56,116.56,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
GA,30060,N,FEMALE,"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)",ISSUE_AGE,130.2,130.2,121.09,121.09,,,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40515"
GA,30060,N,FEMALE,AFLAC,ISSUE_AGE,135.23,135.23,,,121.71,121.71,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
GA,30060,N,FEMALE,Atlantic Capital Life Assurance Company (Standard),ISSUE_AGE,135.48,135.48,,,126,126,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30060,N,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company),ISSUE_AGE,136.6,136.6,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30060,N,FEMALE,LifeShield National Insurance Company,ISSUE_AGE,140.51,140.51,,,130.67,130.67,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
GA,30060,N,FEMALE,Medico Insurance Company (Standard II),ISSUE_AGE,144.57,144.57,,,127.22,127.22,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30060,N,FEMALE,Humana (Emphesys Insurance Company),ISSUE_AGE,145.02,145.02,,,127.38,127.38,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
GA,30060,N,FEMALE,American Benefit Life Insurance Company,ISSUE_AGE,148.17,148.17,,,133.35,133.35,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
GA,30060,N,FEMALE,State Farm Mutual Automobile Insurance Company,ISSUE_AGE,158.36,158.36,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
GA,30060,N,FEMALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ISSUE_AGE,168.41,168.41,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30060,N,FEMALE,Mutual of Omaha (Omaha Supplemental Insurance Company),ISSUE_AGE,168.72,168.72,,,,,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
GA,30060,N,FEMALE,USAA Life Insurance Company,ISSUE_AGE,169.83,169.83,,,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
GA,30060,N,FEMALE,AARP - UnitedHealthcare Insurance Company (Standard),ISSUE_AGE,175.5,175.5,157.75,157.75,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30060,N,FEMALE,Physicians Life Insurance Company,ISSUE_AGE,187.03,187.03,,,166.25,166.25,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
GA,30060,N,FEMALE,HealthSpring National Health Insurance Company (Standard II),ISSUE_AGE,192.69,192.69,154.15,154.15,181.13,181.13,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30060,N,FEMALE,Anthem Blue Cross and Blue Shield - Georgia,ISSUE_AGE,199,199,178.9,178.9,,,888-211-9817,https://www.anthem.com/medicare/,"220 VIRGINIA AVENUE INDIANAPOLIS, IN  46204-3709"
GA,30060,N,FEMALE,GPM Health and Life Insurance Company,ISSUE_AGE,215.58,215.58,,,200.49,200.49,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
GA,30060,N,FEMALE,Guarantee Trust Life Insurance Company,ISSUE_AGE,243.33,243.33,,,226.3,226.3,800-338-7452,https://www.gtlic.com/,"1275 Milwaukee Avenue Glenview, IL 60025"
GA,30060,N,FEMALE,United American Insurance Company,ISSUE_AGE,249,249,,,,,800-331-2512,https://www2.unitedamerican.com/,"3700 S Stonebridge Dr, McKinney, TX 75070"
GA,30060,N,FEMALE,AARP - UnitedHealthcare Insurance Company (Level 2),ISSUE_AGE,297.97,297.97,267.97,267.97,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30301,G,MALE,Atlantic Capital Life Assurance Company (Preferred),ISSUE_AGE,165.91,165.91,,,154.3,154.3,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30301,G,MALE,Medico Insurance Company (Preferred),ISSUE_AGE,182.75,182.75,,,160.82,160.82,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30301,G,MALE,Bankers Life (Underwritten by Washington National Insurance Company),ISSUE_AGE,194.41,194.41,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30301,G,MALE,USAA Life Insurance Company,ISSUE_AGE,196.86,196.86,,,,,800-531-8722,https://www.usaa.com/inet/wc/insurance-health-medicare,"9800 Fredericksburg Rd. San Antonio, TX 78288"
GA,30301,G,MALE,Lumos Insurance,ISSUE_AGE,198.63,198.63,,,184.73,184.73,800-752-8328,https://www.lumosinsurance.com/life-health,"2701 North Main Street, Crossville, TN 38555"
GA,30301,G,MALE,Medico Insurance Company (Standard I),ISSUE_AGE,201.03,201.03,,,176.91,176.91,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30301,G,MALE,Atlantic Capital Life Assurance Company (Standard),ISSUE_AGE,206.87,206.87,,,192.39,192.39,866-458-1430,https://bankersfidelity.com/,"4370 Peachtree Road, NE Atlanta, GA  30319"
GA,30301,G,MALE,Anthem Blue Cross and Blue Shield - Georgia,ISSUE_AGE,207,207,186.1,186.1,,,888-211-9817,https://www.anthem.com/medicare/,"220 VIRGINIA AVENUE INDIANAPOLIS, IN  46204-3709"
GA,30301,G,MALE,WoodmenLife,ISSUE_AGE,211.83,211.83,,,190.65,190.65,1-866-236-0029,https://www.woodmenlife.org/insurance/medicare-supplement-insurance/,"1700 Farnam Street, Omaha, NE 68102"
GA,30301,G,MALE,Humana (Emphesys Insurance Company),ISSUE_AGE,216.64,216.64,,,190.4,190.4,877-426-1269,https://www.humana.com/medicare/medicare-supplement-plans?kc=0321046030,"P.O. Box 14611 Lexington, KY 40512-4613"
GA,30301,G,MALE,LifeShield National Insurance Company,ISSUE_AGE,219.18,219.18,,,203.84,203.84,800-851-5041,https://www.lifeshieldnational.com/,"5500 N Western Avenue, Suite 200, Oklahoma City, OK 73118"
GA,30301,G,MALE,Insurance Company of North America,ISSUE_AGE,221,221,,,205.53,205.53,215-640-1000,https://www.chubb.com/microsites/ace-medicare-supplement.html,436 Walnut Street
GA,30301,G,MALE,AARP - UnitedHealthcare Insurance Company (Standard),ISSUE_AGE,223,223,200.5,200.5,,,888-378-0849,https://www.aarpmedicaresupplement.com/,PO Box 9003; Huntingdon Valley PA 19006
GA,30301,G,MALE,American Benefit Life Insurance Company,ISSUE_AGE,225.81,225.81,,,203.23,203.23,833-504-0331,https://lbig.com/,"1605 LBJ Freeway, Suite 700 Dallas, Texas 75234"
GA,30301,G,MALE,HealthSpring National Health Insurance Company,ISSUE_AGE,227.84,227.84,182.27,182.27,214.17,214.17,877-607-6002,https://www.cigna.com/medicare/shop-plans/supplemental/,"PO Box 5700, Scranton PA 18505-5700"
GA,30301,G,MALE,Medico Insurance Company (Standard II),ISSUE_AGE,228.44,228.44,,,201.03,201.03,800-228-6080,https://www.gomedico.com/,"P.O. Box 10386 Des Moines, IA 50306-0386"
GA,30301,G,MALE,State Farm Mutual Automobile Insurance Company,ISSUE_AGE,228.48,228.48,,,,,800-782-8332,https://www.statefarm.com/insurance/health/medicare-supplemental,"One State Farm Plaza, Bloomington, IL 61710"
GA,30301,G,MALE,"Continental Life Insurance Company of Brentwood, Tennessee (Aetna)",ISSUE_AGE,228.99,228.99,212.96,212.96,212.96,212.96,800-358-8749 ,https://www.aetnamedicare.com/,"PO Box 14088 Lexington, KY 40515"
GA,30301,G,MALE,AFLAC,ISSUE_AGE,230.95,230.95,,,207.86,207.86,866-990-2668,https://www.aflac.com/individuals,"Aflac Tier One, PO Box 14863, Lexington, KY 40512-4863"
GA,30301,G,MALE,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ISSUE_AGE,239.75,239.75,,,,,800-446-5018,https://www.bankerslife.com/medicare-supplement-insurance/?src=medicaregov&medium=listing,"11299 Illinois Street, Suite 200, Carmel, IN 46032"
GA,30301,G,MALE,Physicians Life Insurance Company,ISSUE_AGE,249.79,249.79,,,222.04,222.04,800-325-6300,https://www.physiciansmutual.com/cs/products/medsup/medsup.html,"2600 Dodge Street, Omaha, Nebraska 68131"
GA,30301,G,MALE,Mutual of Omaha (Omaha Supplemental Insurance Company),ISSUE_AGE,294.07,294.07,,,,,855-977-6312,https://www.mutualofomaha.com/medicaregov/,"3300 Mutual of Omaha Plaza, Omaha, NE 68175"
GA,30301,G,MALE,GPM Health and Life Insurance Company,ISSUE_AGE,309.56,309.56,,,287.89,287.89,866-242-7573,https://www.gpmhealthandlife.com/wps/portal/home/products/medicare-supplement,"2211 N.E. Loop 410 San Antonio, TX 78217-4630"
